Overall Pick,Year,Team,Name,Age,Position,Nationality,Amateur Team,Games Played,Goals,Assists,Points,Penalty Minutes,Goalie Wins,Goalie Losses,Goalie Ties/OT,Goals Against Average,Save Percentage,Last Season
41,2019,Vegas Golden Knights,Kaedan Korczak,18,D,CA,Kelowna Rockets (WHL),11,0,2,2,0,,,,,,2022-23
42,2019,Minnesota Wild,Vladislav Firstov,18,LW,RU,Waterloo Black Hawks (USHL),,,,,,,,,,,
43,2019,Chicago Blackhawks,Alex Vlasic,18,D,US,USA U-18 Development Team (USDP/USHL),15,1,1,2,2,,,,,,2021-22
44,2019,Carolina Hurricanes,Jamieson Rees,18,C,CA,Sarnia Sting (OHL),,,,,,,,,,,
45,2019,Nashville Predators,Egor Afanasyev,18,LW,RU,Muskegon Lumberjacks (USHL),,,,,,,,,,,
46,2019,Montreal Canadiens,Jayden Struble,18,D,US,St. Sebastian's School (High-MA),,,,,,,,,,,
47,2019,Colorado Avalanche,Drew Helleson,18,D,US,USA U-18 Development Team (USDP/USHL),,,,,,,,,,,
48,2019,San Jose Sharks,Artemi Kniazev,18,D,RU,Chicoutimi Sagueneens (QMJHL),1,0,0,0,0,,,,,,2021-22
49,2019,New York Rangers,Matthew Robertson,18,D,CA,Edmonton Oil Kings (WHL),,,,,,,,,,,
50,2019,Los Angeles Kings,Samuel Fagemo,19,LW,SE,Frolunda HC (Sweden),13,2,1,3,0,,,,,,2022-23
51,2019,Winnipeg Jets,Simon Lundmark,18,D,SE,Linkoping HC Jr. (Sweden Jr.),,,,,,,,,,,
52,2019,Florida Panthers,Vladislav Kolyachonok,18,D,BY,Flint Firebirds (OHL),32,1,2,3,6,,,,,,2021-22
53,2019,Toronto Maple Leafs,Nicholas Robertson,18,LW,US,Peterborough Petes (OHL),31,3,4,7,4,,,,,,2022-23
54,2019,Detroit Red Wings,Robert Mastrosimone,18,LW,US,Chicago Steel (USHL),,,,,,,,,,,
55,2019,San Jose Sharks,Dillon Hamaliuk,18,LW,CA,Seattle Thunderbirds (WHL),,,,,,,,,,,
56,2019,Washington Capitals,Brett Leason,20,RW,CA,Prince Albert Raiders (WHL),76,6,5,11,10,,,,,,2022-23
57,2019,New York Islanders,Samuel Bolduc,18,D,CA,Blainville-Boisbriand Armada (QMJHL),4,0,0,0,0,,,,,,2022-23
58,2019,New York Rangers,Karl Henriksson,18,C,SE,Frolunda HC Jr. (Sweden Jr.),,,,,,,,,,,
59,2019,Minnesota Wild,Hunter Jones,18,G,CA,Peterborough Petes (OHL),,,,,,,,,,,
60,2019,Detroit Red Wings,Albert Johansson,18,D,SE,Farjestad BK Jr. (Sweden Jr.),,,,,,,,,,,
61,2019,New Jersey Devils,Nikita Okhotyuk,18,D,RU,Ottawa 67's (OHL),15,2,1,3,4,,,,,,2022-23
62,2019,St. Louis Blues,Nikita Alexandrov,18,C,DE,Charlottetown Islanders (QMJHL),18,3,2,5,8,,,,,,2022-23
1,2018,Buffalo Sabres,Rasmus Dahlin,18,D,SE,Frolunda HC (Sweden),325,45,170,215,230,,,,,,2022-23
2,2018,Carolina Hurricanes,Andrei Svechnikov,18,RW,RU,Barrie Colts (OHL),332,108,140,248,294,,,,,,2022-23
3,2018,Montreal Canadiens,Jesperi Kotkaniemi,18,C,FI,Assat (Finland),286,41,67,108,128,,,,,,2022-23
4,2018,Ottawa Senators,Brady Tkachuk,18,LW,US,Boston University (H-East),326,109,132,241,435,,,,,,2022-23
5,2018,Arizona Coyotes,Barrett Hayton,18,C,CA,Soo Greyhounds (OHL),144,20,28,48,58,,,,,,2022-23
6,2018,Detroit Red Wings,Filip Zadina,18,RW,CZ,Halifax Mooseheads (QMJHL),169,25,36,61,16,,,,,,2022-23
7,2018,Vancouver Canucks,Quinn Hughes,18,D,US,Michigan (Big Ten),250,24,186,210,88,,,,,,2022-23
8,2018,Chicago Blackhawks,Adam Boqvist,18,D,SE,Brynas IF Jr. (Sweden Jr.),147,17,44,61,34,,,,,,2022-23
9,2018,New York Rangers,Vitali Kravtsov,18,RW,RU,Traktor Chelyabinsk (Russia),47,5,5,10,10,,,,,,2022-23
10,2018,Edmonton Oilers,Evan Bouchard,18,D,CA,London Knights (OHL),152,18,49,67,48,,,,,,2022-23
11,2018,New York Islanders,Oliver Wahlstrom,18,RW,US,USA U-18 Development Team (USDP/USHL),161,32,29,61,131,,,,,,2022-23
12,2018,New York Islanders,Noah Dobson,18,D,CA,Acadie-Bathurst Titan (QMJHL),208,27,72,99,46,,,,,,2022-23
13,2018,Dallas Stars,Ty Dellandrea,18,C,CA,Flint Firebirds (OHL),78,10,15,25,54,,,,,,2022-23
14,2018,Philadelphia Flyers,Joel Farabee,18,LW,US,USA U-18 Development Team (USDP/USHL),221,54,64,118,140,,,,,,2022-23
15,2018,Florida Panthers,Grigori Denisenko,18,LW,RU,Loko Yaroslavl (Russia Jr.),20,0,7,7,4,,,,,,2022-23
16,2018,Colorado Avalanche,Martin Kaut,18,RW,CZ,HC Dynamo Pardubice (Czech),47,3,3,6,10,,,,,,2022-23
17,2018,New Jersey Devils,Ty Smith,18,D,CA,Spokane Chiefs (WHL),123,8,39,47,48,,,,,,2022-23
18,2018,Columbus Blue Jackets,Liam Foudy,18,C,CA,London Knights (OHL),57,0,8,8,10,,,,,,2022-23
19,2018,Philadelphia Flyers,Jay O'Brien,18,C,US,Thayer Academy (High-MA),,,,,,,,,,,
20,2018,Los Angeles Kings,Rasmus Kupari,18,C,FI,Karpat (Finland),100,9,12,21,28,,,,,,2022-23
21,2018,San Jose Sharks,Ryan Merkley,18,D,CA,Guelph Storm (OHL),39,1,5,6,8,,,,,,2021-22
22,2018,New York Rangers,K'Andre Miller,18,D,US,USA U-18 Development Team (USDP/USHL),184,17,40,57,62,,,,,,2022-23
23,2018,Anaheim Ducks,Isac Lundestrom,18,C,SE,Lulea HF (Sweden),180,23,29,52,26,,,,,,2022-23
24,2018,Minnesota Wild,Filip Johansson,18,D,SE,Leksands IF Jr. (Sweden Jr.),,,,,,,,,,,
25,2018,St. Louis Blues,Dominik Bokk,18,RW,DE,Vaxjo Lakers HC Jr. (Sweden Jr.),,,,,,,,,,,
26,2018,Ottawa Senators,Jacob Bernard-Docker,18,D,CA,Okotoks (AJHL),26,0,2,2,13,,,,,,2022-23
27,2018,Chicago Blackhawks,Nicolas Beaudin,18,D,CA,Drummondville Voltigeurs (QMJHL),22,2,4,6,2,,,,,,2021-22
28,2018,New York Rangers,Nils Lundkvist,18,D,SE,Lulea HF (Sweden),69,5,13,18,26,,,,,,2022-23
29,2018,Toronto Maple Leafs,Rasmus Sandin,18,D,SE,Soo Greyhounds (OHL),134,9,35,44,37,,,,,,2022-23
30,2018,Detroit Red Wings,Joseph Veleno,18,C,CA,Drummondville Voltigeurs (QMJHL),118,15,15,30,40,,,,,,2022-23
31,2018,Washington Capitals,Alexander Alexeyev,18,D,RU,Red Deer Rebels (WHL),13,0,2,2,4,,,,,,2022-23
32,2018,Buffalo Sabres,Mattias Samuelsson,18,D,US,USA U-18 Development Team (USDP/USHL),88,1,16,17,34,,,,,,2022-23
33,2018,Detroit Red Wings,Jonatan Berggren,18,RW,SE,Skelleftea AIK Jr. (Sweden Jr.),35,8,10,18,12,,,,,,2022-23
34,2018,Florida Panthers,Serron Noel,18,RW,CA,Oshawa Generals (OHL),,,,,,,,,,,
35,2018,Montreal Canadiens,Jesse Ylonen,18,RW,US,Espoo United (Finland-2),24,2,5,7,2,,,,,,2022-23
36,2018,Detroit Red Wings,Jared McIsaac,18,D,CA,Halifax Mooseheads (QMJHL),,,,,,,,,,,
37,2018,Vancouver Canucks,Jett Woo,18,D,CA,Moose Jaw Warriors (WHL),,,,,,,,,,,
38,2018,Montreal Canadiens,Alexander Romanov,18,D,RU,Krasnaya Armiya Moskva (Russia Jr.),185,5,29,34,105,,,,,,2022-23
39,2018,New York Rangers,Olof Lindbom,18,G,SE,Djurgardens IF Jr. (Sweden Jr.),,,,,,,,,,,
40,2018,Edmonton Oilers,Ryan McLeod,18,C,CA,Mississauga Steelheads (OHL),118,17,20,37,22,,,,,,2022-23
41,2018,New York Islanders,Bode Wilde,18,D,CA,USA U-18 Development Team (USDP/USHL),,,,,,,,,,,
42,2018,Carolina Hurricanes,Jack Drury,18,C,US,Waterloo Black Hawks (USHL),23,2,2,4,12,,,,,,2022-23
43,2018,New York Islanders,Ruslan Iskhakov,18,C,RU,Krasnaya Armiya Moskva (Russia Jr.),,,,,,,,,,,
44,2018,Dallas Stars,Albin Eriksson,18,RW,SE,Skelleftea AIK Jr. (Sweden Jr.),,,,,,,,,,,
45,2018,St. Louis Blues,Scott Perunovich,20,D,US,Minnesota-Duluth (NCHC),19,0,6,6,8,,,,,,2021-22
46,2018,Washington Capitals,Martin Fehervary,18,D,SK,IK Oskarshamn (Sweden-2),125,12,16,28,48,,,,,,2022-23
47,2018,Washington Capitals,Kody Clark,18,RW,US,Ottawa 67's (OHL),,,,,,,,,,,
48,2018,Ottawa Senators,Jonathan Tychonick,18,D,CA,Pentiction (BCHL),,,,,,,,,,,
49,2018,Columbus Blue Jackets,Kirill Marchenko,18,RW,RU,Mamonty Yugry (Russia Jr.),27,13,0,13,8,,,,,,2022-23
50,2018,Philadelphia Flyers,Adam Ginning,18,D,SE,Linkoping HC (Sweden),,,,,,,,,,,
51,2018,Los Angeles Kings,Akil Thomas,18,C,CA,Niagara IceDogs (OHL),,,,,,,,,,,
52,2018,Toronto Maple Leafs,Sean Durzi,19,D,CA,Owen Sound Attack (OHL),113,9,44,53,86,,,,,,2022-23
53,2018,Pittsburgh Penguins,Calen Addison,18,D,CA,Lethbridge Hurricanes (WHL),65,5,23,28,20,,,,,,2022-23
54,2018,Anaheim Ducks,Benoit-Olivier Groulx,18,C,CA,Halifax Mooseheads (QMJHL),18,1,2,3,2,,,,,,2021-22
55,2018,Arizona Coyotes,Kevin Bahl,18,D,CA,Ottawa 67's (OHL),40,2,6,8,25,,,,,,2022-23
56,2018,Montreal Canadiens,Jacob Olofsson,18,C,SE,Timra IK (Sweden-2),,,,,,,,,,,
57,2018,Boston Bruins,Axel Andersson,18,D,SE,Djurgardens IF Jr. (Sweden Jr.),,,,,,,,,,,
58,2018,Pittsburgh Penguins,Filip Hallander,18,C,SE,Timra IK (Sweden-2),3,0,0,0,0,,,,,,2022-23
59,2018,Tampa Bay Lightning,Gabriel Fortier,18,LW,CA,Baie-Comeau Drakkar (QMJHL),11,1,0,1,4,,,,,,2022-23
60,2018,Winnipeg Jets,David Gustafsson,18,C,SE,HV71 (Sweden),66,1,5,6,6,,,,,,2022-23
61,2018,Vegas Golden Knights,Ivan Morozov,18,C,RU,Mamonty Yugry (Russia Jr.),,,,,,,,,,,
62,2018,Edmonton Oilers,Olivier Rodrigue,18,G,CA,Drummondville Voltigeurs (QMJHL),,,,,,,,,,,
1,2017,New Jersey Devils,Nico Hischier,18,C,CH,Halifax Mooseheads (QMJHL),348,99,153,252,87,,,,,,2022-23
2,2017,Philadelphia Flyers,Nolan Patrick,18,C,CA,Brandon Wheat Kings (WHL),222,32,45,77,83,,,,,,2021-22
3,2017,Dallas Stars,Miro Heiskanen,18,D,FI,HIFK (Finland),323,40,131,171,82,,,,,,2022-23
4,2017,Colorado Avalanche,Cale Makar,18,D,CA,Brooks (AJHL),222,61,164,225,76,,,,,,2022-23
5,2017,Vancouver Canucks,Elias Pettersson,18,C,SE,Timra IK (Sweden-2),292,118,161,279,54,,,,,,2022-23
6,2017,Vegas Golden Knights,Cody Glass,18,C,CA,Portland Winterhawks (WHL),112,16,25,41,24,,,,,,2022-23
7,2017,New York Rangers,Lias Andersson,18,C,SE,HV71 (Sweden),110,7,10,17,57,,,,,,2022-23
8,2017,Buffalo Sabres,Casey Mittelstadt,18,C,US,Eden Priarie HS (High-MN),244,40,68,108,38,,,,,,2022-23
9,2017,Detroit Red Wings,Michael Rasmussen,18,C,CA,Tri-City Americans (WHL),228,35,46,81,154,,,,,,2022-23
10,2017,Florida Panthers,Owen Tippett,18,RW,CA,Mississauga Steelheads (OHL),161,32,36,68,32,,,,,,2022-23
11,2017,Los Angeles Kings,Gabriel Vilardi,18,C,CA,Windsor Spitfires (OHL),134,35,33,68,28,,,,,,2022-23
12,2017,Carolina Hurricanes,Martin Necas,18,C,CZ,HC Kometa Brno (Czech),252,66,98,164,88,,,,,,2022-23
13,2017,Vegas Golden Knights,Nick Suzuki,18,C,CA,Owen Sound Attack (OHL),259,65,116,181,78,,,,,,2022-23
14,2017,Tampa Bay Lightning,Callan Foote,18,D,US,Kelowna Rockets (WHL),112,4,11,15,84,,,,,,2022-23
15,2017,Vegas Golden Knights,Erik Brannstrom,18,D,SE,HV71 (Sweden),160,2,33,35,91,,,,,,2022-23
16,2017,Calgary Flames,Juuso Valimaki,18,D,FI,Tri-City Americans (WHL),128,5,23,28,83,,,,,,2022-23
17,2017,Toronto Maple Leafs,Timothy Liljegren,18,D,SE,Rogle BK (Sweden),114,9,28,37,40,,,,,,2022-23
18,2017,Boston Bruins,Urho Vaakanainen,18,D,FI,JYP (Finland),68,0,10,10,12,,,,,,2022-23
19,2017,San Jose Sharks,Joshua Norris,18,C,US,USA U-18 Development Team (USDP/USHL),133,54,39,93,35,,,,,,2022-23
20,2017,St. Louis Blues,Robert Thomas,18,C,CA,London Knights (OHL),289,54,153,207,72,,,,,,2022-23
21,2017,New York Rangers,Filip Chytil,18,C,CZ,HC Ziln (Czech),294,58,64,122,72,,,,,,2022-23
22,2017,Edmonton Oilers,Kailer Yamamoto,18,RW,US,Spokane Chiefs (WHL),217,44,61,105,92,,,,,,2022-23
23,2017,Arizona Coyotes,Pierre-Olivier Joseph,18,D,CA,Charlottetown Islanders (QMJHL),65,3,14,17,36,,,,,,2022-23
24,2017,Winnipeg Jets,Kristian Vesalainen,18,W,FI,Frolunda HC (Sweden),70,2,3,5,6,,,,,,2021-22
25,2017,Montreal Canadiens,Ryan Poehling,18,C,US,St. Cloud State (NCHC),120,18,15,33,12,,,,,,2022-23
26,2017,Dallas Stars,Jake Oettinger,18,G,US,Boston University (H-East),115,0,4,4,6,62,30,15,2.39,0.917,2022-23
27,2017,Philadelphia Flyers,Morgan Frost,18,C,CA,Soo Greyhounds (OHL),127,17,31,48,36,,,,,,2022-23
28,2017,Ottawa Senators,Shane Bowers,18,C,CA,Waterloo Black Hawks (USHL),1,0,0,0,0,,,,,,2022-23
29,2017,Chicago Blackhawks,Henri Jokiharju,18,D,FI,Portland Winterhawks (WHL),240,11,49,60,84,,,,,,2022-23
30,2017,Nashville Predators,Eeli Tolvanen,18,RW,FI,Sioux City Musketeers (USHL),150,33,28,61,30,,,,,,2022-23
31,2017,St. Louis Blues,Klim Kostin,18,C/LW,RU,Dynamo Moskva (Russia),80,14,10,24,66,,,,,,2022-23
32,2017,Colorado Avalanche,Conor Timmins,18,D,CA,Soo Greyhounds (OHL),59,1,18,19,10,,,,,,2022-23
33,2017,Vancouver Canucks,Kole Lind,18,RW,CA,Kelowna Rockets (WHL),30,2,6,8,12,,,,,,2021-22
34,2017,Vegas Golden Knights,Nicolas Hague,18,D,CA,Mississauga Steelheads (OHL),192,12,41,53,117,,,,,,2022-23
35,2017,Philadelphia Flyers,Isaac Ratcliffe,18,LW,CA,Guelph Storm (OHL),10,1,3,4,10,,,,,,2021-22
36,2017,New Jersey Devils,Jesper Boqvist,18,C,SE,Brynas IF (Sweden),160,23,19,42,20,,,,,,2022-23
37,2017,Buffalo Sabres,Marcus Davidsson,18,C,SE,Djurgardens IF (Sweden),,,,,,,,,,,
38,2017,Detroit Red Wings,Gustav Lindstrom,18,D,SE,Almtuna IS (Sweden-2),113,1,18,19,44,,,,,,2022-23
39,2017,Dallas Stars,Jason Robertson,18,LW,US,Kingston Frontenacs (OHL),179,91,100,191,52,,,,,,2022-23
40,2017,Florida Panthers,Aleksi Heponiemi,18,C,FI,Swift Current Broncos (WHL),25,2,4,6,6,,,,,,2022-23
41,2017,Los Angeles Kings,Jaret Anderson-Dolan,18,C,CA,Spokane Chiefs (WHL),87,13,8,21,12,,,,,,2022-23
42,2017,Carolina Hurricanes,Eetu Luostarinen,19,C,FI,KalPa (Finland),182,22,35,57,44,,,,,,2022-23
43,2017,Winnipeg Jets,Dylan Samberg,18,D,US,Hermantown HS (High-MN),54,2,11,13,16,,,,,,2022-23
44,2017,Arizona Coyotes,Filip Westerlund,18,D,SE,Frolunda HC (Sweden),,,,,,,,,,,
45,2017,Columbus Blue Jackets,Alexandre Texier,18,C,FR,Grenoble (France),123,22,27,49,44,,,,,,2021-22
46,2017,New York Islanders,Robin Salo,18,D,FI,Sport (Finland),32,3,6,9,8,,,,,,2022-23
47,2017,Ottawa Senators,Alex Formenton,18,LW,CA,London Knights (OHL),109,23,16,39,71,,,,,,2021-22
48,2017,Tampa Bay Lightning,Alexander Volkov,20,RW,RU,SKA Neva St. Petersburg (Russia-2),46,7,7,14,12,,,,,,2020-21
49,2017,San Jose Sharks,Mario Ferraro,18,D,CA,Des Moines Buccaneers (USHL),221,8,42,50,80,,,,,,2022-23
50,2017,Anaheim Ducks,Maxime Comtois,18,LW,CA,Victoriaville Tigres (QMJHL),185,34,42,76,187,,,,,,2022-23
51,2017,Pittsburgh Penguins,Zachary Lauzon,18,D,CA,Rouyn-Noranda Huskies (QMJHL),,,,,,,,,,,
52,2017,Carolina Hurricanes,Luke Martin,18,D,US,Michigan (Big Ten),,,,,,,,,,,
53,2017,Boston Bruins,Jack Studnicka,18,C,CA,Oshawa Generals (OHL),68,5,8,13,16,,,,,,2022-23
54,2017,Buffalo Sabres,Ukko-Pekka Luukkonen,18,G,FI,HPK Jr. (Finland Jr.),33,0,0,0,0,16,13,4,3.20,0.906,2022-23
55,2017,Vancouver Canucks,Jonah Gadjovich,18,LW,CA,Owen Sound Attack (OHL),76,3,5,8,143,,,,,,2022-23
56,2017,Montreal Canadiens,Josh Brook,18,D,CA,Moose Jaw Warriors (WHL),,,,,,,,,,,
57,2017,Chicago Blackhawks,Ian Mitchell,18,D,CA,Spruce Grove (AJHL),63,4,9,13,18,,,,,,2022-23
58,2017,Montreal Canadiens,Joni Ikonen,18,C,FI,Frolunda HC Jr. (Sweden Jr.),,,,,,,,,,,
59,2017,Toronto Maple Leafs,Eemeli Rasanen,18,D,FI,Kingston Frontenacs (OHL),,,,,,,,,,,
60,2017,Anaheim Ducks,Antoine Morand,18,C,CA,Acadie-Bathurst Titan (QMJHL),,,,,,,,,,,
61,2017,Nashville Predators,Grant Mismash,18,LW,US,USA U-18 Development Team (USDP/USHL),,,,,,,,,,,
62,2017,Vegas Golden Knights,Jake Leschyshyn,18,C,US,Regina Pats (WHL),69,2,4,6,16,,,,,,2022-23
1,2016,Toronto Maple Leafs,Auston Matthews,18,C,US,ZSC Lions (Swiss),454,284,226,510,90,,,,,,2022-23
2,2016,Winnipeg Jets,Patrik Laine,18,RW,FI,Tappara (Finland),442,190,167,357,175,,,,,,2022-23
3,2016,Columbus Blue Jackets,Pierre-Luc Dubois,18,LW,CA,Cape Breton Screaming Eagles (QMJHL),413,124,167,291,358,,,,,,2022-23
4,2016,Edmonton Oilers,Jesse Puljujarvi,18,RW,SE,Karpat (Finland),308,50,58,108,102,,,,,,2022-23
5,2016,Vancouver Canucks,Olli Juolevi,18,D,FI,London Knights (OHL),41,2,1,3,6,,,,,,2021-22
6,2016,Calgary Flames,Matthew Tkachuk,18,LW,US,London Knights (OHL),480,177,271,448,499,,,,,,2022-23
7,2016,Arizona Coyotes,Clayton Keller,18,C,US,USA U-18 Development Team (USDP/USHL),410,114,183,297,155,,,,,,2022-23
8,2016,Buffalo Sabres,Alexander Nylander,18,LW,CA,Mississauga Steelheads (OHL),84,13,19,32,14,,,,,,2019-20
9,2016,Montreal Canadiens,Mikhail Sergachev,18,D,RU,Windsor Spitfires (OHL),408,42,165,207,249,,,,,,2022-23
10,2016,Colorado Avalanche,Tyson Jost,18,C,CA,Pentiction (BCHL),385,51,73,124,146,,,,,,2022-23
11,2016,Ottawa Senators,Logan Brown,18,C,US,Windsor Spitfires (OHL),82,5,17,22,18,,,,,,2022-23
12,2016,New Jersey Devils,Michael McLeod,18,C,CA,Mississauga Steelheads (OHL),211,19,39,58,141,,,,,,2022-23
13,2016,Carolina Hurricanes,Jake Bean,18,D,CA,Calgary Hitmen (WHL),125,9,34,43,44,,,,,,2022-23
14,2016,Boston Bruins,Charles McAvoy,18,D,US,Boston University (H-East),350,38,171,209,271,,,,,,2022-23
15,2016,Minnesota Wild,Luke Kunin,18,C,US,Wisconsin (Big Ten),282,51,55,106,249,,,,,,2022-23
16,2016,Arizona Coyotes,Jakob Chychrun,18,D,US,Sarnia Sting (OHL),371,58,109,167,236,,,,,,2022-23
17,2016,Nashville Predators,Dante Fabbro,18,D,CA,Pentiction (BCHL),219,12,44,56,111,,,,,,2022-23
18,2016,Winnipeg Jets,Logan Stanley,18,D,CA,Windsor Spitfires (OHL),105,2,16,18,83,,,,,,2022-23
19,2016,New York Islanders,Kieffer Bellows,18,LW,US,USA U-18 Development Team (USDP/USHL),81,12,14,26,31,,,,,,2022-23
20,2016,Detroit Red Wings,Dennis Cholowski,18,D,CA,Chilliwack (BCHL),117,10,20,30,28,,,,,,2022-23
21,2016,Carolina Hurricanes,Julien Gauthier,18,RW,CA,Val-d'Or Foreurs (QMJHL),131,11,16,27,34,,,,,,2022-23
22,2016,Philadelphia Flyers,German Rubtsov,18,C,RU,Team Russia Jr. (Russia Jr.),4,0,0,0,0,,,,,,2019-20
23,2016,Florida Panthers,Henrik Borgstrom,19,C,FI,HIFK Jr. (Finland Jr.),110,13,13,26,28,,,,,,2021-22
24,2016,Anaheim Ducks,Max Jones,18,LW,US,London Knights (OHL),174,21,14,35,136,,,,,,2022-23
25,2016,Dallas Stars,Riley Tufte,18,LW,US,Blaine HS (High-MN),13,1,0,1,4,,,,,,2022-23
26,2016,St. Louis Blues,Tage Thompson,18,C,US,Connecticut (H-East),272,90,81,171,108,,,,,,2022-23
27,2016,Tampa Bay Lightning,Brett Howden,18,C,CA,Moose Jaw Warriors (WHL),249,26,46,72,82,,,,,,2022-23
28,2016,Washington Capitals,Lucas Johansen,18,D,CA,Kelowna Rockets (WHL),3,0,1,1,0,,,,,,2022-23
29,2016,Boston Bruins,Trent Frederic,18,C,US,USA U-18 Development Team (USDP/USHL),166,22,19,41,173,,,,,,2022-23
30,2016,Anaheim Ducks,Sam Steel,18,C,CA,Regina Pats (WHL),245,32,55,87,66,,,,,,2022-23
31,2016,Toronto Maple Leafs,Yegor Korshkov,20,RW,RU,Lokomotiv Yaroslavl (Russia),1,1,0,1,0,,,,,,2019-20
32,2016,Edmonton Oilers,Tyler Benson,18,LW,CA,Vancouver Giants (WHL),38,1,2,3,18,,,,,,2022-23
33,2016,Buffalo Sabres,Rasmus Asplund,18,C,SE,Farjestad BK (Sweden),163,18,31,49,16,,,,,,2022-23
34,2016,Columbus Blue Jackets,Andrew Peeke,18,D,US,Green Bay Gamblers (USHL),163,7,21,28,88,,,,,,2022-23
35,2016,St. Louis Blues,Jordan Kyrou,18,C,CA,Sarnia Sting (OHL),221,69,100,169,50,,,,,,2022-23
36,2016,Philadelphia Flyers,Pascal Laberge,18,C,CA,Victoriaville Tigres (QMJHL),,,,,,,,,,,
37,2016,Tampa Bay Lightning,Libor Hajek,18,D,CZ,Saskatoon Blades (WHL),110,4,8,12,40,,,,,,2022-23
38,2016,Florida Panthers,Adam Mascherin,18,LW,CA,Kitchener Rangers (OHL),,,,,,,,,,,
39,2016,Chicago Blackhawks,Alexander Debrincat,18,RW,US,Erie Otters (OHL),417,176,171,347,89,,,,,,2022-23
40,2016,Colorado Avalanche,Cameron Morrison,18,LW,CA,Youngstown Phantoms (USHL),,,,,,,,,,,
41,2016,New Jersey Devils,Nathan Bastian,18,RW,CA,Mississauga Steelheads (OHL),146,21,19,40,120,,,,,,2022-23
42,2016,Ottawa Senators,Jonathan Dahlen,18,C,SE,Timra IK (Sweden-2),61,12,10,22,12,,,,,,2021-22
43,2016,Carolina Hurricanes,Janne Kuokkanen,18,C/LW,FI,Karpat Jr. (Finland Jr.),119,14,28,42,28,,,,,,2021-22
44,2016,Tampa Bay Lightning,Boris Katchouk,18,LW,CA,Soo Greyhounds (OHL),83,5,7,12,58,,,,,,2022-23
45,2016,Chicago Blackhawks,Chad Krys,18,D,US,USA U-18 Development Team (USDP/USHL),,,,,,,,,,,
46,2016,Detroit Red Wings,Givani Smith,18,RW,CA,Guelph Storm (OHL),100,8,9,17,176,,,,,,2022-23
47,2016,Nashville Predators,Samuel Girard,18,D,CA,Shawinigan Cataractes (QMJHL),382,26,134,160,83,,,,,,2022-23
48,2016,Philadelphia Flyers,Carter Hart,18,G,CA,Everett Silvertips (WHL),183,0,1,1,2,77,75,24,2.95,0.906,2022-23
49,2016,Boston Bruins,Ryan Lindgren,18,D,US,USA U-18 Development Team (USDP/USHL),241,6,53,59,177,,,,,,2022-23
50,2016,Chicago Blackhawks,Artur Kayumov,18,W,RU,Team Russia Jr. (Russia Jr.),,,,,,,,,,,
51,2016,Los Angeles Kings,Kale Clague,18,D,CA,Brandon Wheat Kings (WHL),79,2,16,18,38,,,,,,2022-23
52,2016,Philadelphia Flyers,Wade Allison,18,RW,CA,Tri-City Storm (USHL),47,11,7,18,17,,,,,,2022-23
53,2016,Detroit Red Wings,Filip Hronek,18,D,CZ,Mountfield HK (Czech),293,28,123,151,154,,,,,,2022-23
54,2016,Calgary Flames,Tyler Parsons,18,G,US,London Knights (OHL),,,,,,,,,,,
55,2016,Pittsburgh Penguins,Filip Gustavsson,18,G,SE,Lulea HF Jr. (Sweden Jr.),46,0,1,1,0,21,20,4,2.76,0.912,2022-23
56,2016,Calgary Flames,Dillon Dube,18,C,CA,Kelowna Rockets (WHL),250,48,54,102,72,,,,,,2022-23
57,2016,Toronto Maple Leafs,Carl Grundstrom,18,RW,SE,MODO Hockey (Sweden),166,26,20,46,70,,,,,,2022-23
58,2016,Tampa Bay Lightning,Taylor Raddysh,18,RW,CA,Erie Otters (OHL),122,25,21,46,20,,,,,,2022-23
59,2016,St. Louis Blues,Evan Fitzpatrick,18,G,CA,Sherbrooke Phoenix (QMJHL),,,,,,,,,,,
60,2016,San Jose Sharks,Dylan Gambrell,20,C,US,Denver (NCHC),203,14,17,31,67,,,,,,2022-23
61,2016,Pittsburgh Penguins,Kasper Bjorkqvist,19,RW,FI,Blues Jr. (Finland Jr.),6,1,0,1,2,,,,,,2021-22
1,2015,Edmonton Oilers,Connor McDavid,18,C,CA,Erie Otters (OHL),537,280,509,789,203,,,,,,2022-23
2,2015,Buffalo Sabres,Jack Eichel,18,C,US,Boston University (H-East),447,168,246,414,156,,,,,,2022-23
3,2015,Arizona Coyotes,Dylan Strome,18,C,CA,Erie Otters (OHL),324,78,128,206,102,,,,,,2022-23
4,2015,Toronto Maple Leafs,Mitchell Marner,18,C,CA,London Knights (OHL),478,156,358,514,156,,,,,,2022-23
5,2015,Carolina Hurricanes,Noah Hanifin,18,D,US,Boston College (H-East),566,46,176,222,161,,,,,,2022-23
6,2015,New Jersey Devils,Pavel Zacha,18,C,CZ,Sarnia Sting (OHL),436,78,134,212,120,,,,,,2022-23
7,2015,Philadelphia Flyers,Ivan Provorov,18,D,RU,Brandon Wheat Kings (WHL),501,62,147,209,184,,,,,,2022-23
8,2015,Columbus Blue Jackets,Zach Werenski,18,D,US,Michigan (Big Ten),416,79,166,245,93,,,,,,2022-23
9,2015,San Jose Sharks,Timo Meier,18,RW,CH,Halifax Mooseheads (QMJHL),445,151,161,312,255,,,,,,2022-23
10,2015,Colorado Avalanche,Mikko Rantanen,18,RW,FI,TPS (Finland),456,199,270,469,248,,,,,,2022-23
